C-ZEITGES-0;C-HCGES-0;F-HF1;F-HF11;F-HF12;F-HF121;F-HF122;F-HF2;F-HF21;F-HF22;F-HF23;F-HF3;F-HF31;F-HF32;F-HF4;F-ALLE_HF
ZEITGES-2004;HC-HC1-HC2;10808,144;3806,276;7001,868;7001,868;0,000;963,953;821,200;142,753;0,000;2133,249;1965,609;167,640;0,000;13905,347
ZEITGES-2004;HC-HC3;2440,161;2427,924;12,236;12,236;0,000;39,711;0,000;39,711;0,000;544,594;544,594;0,000;0,000;3024,465
ZEITGES-2004;HC-HC4;487,615;36,592;451,023;451,023;0,000;133,839;0,000;133,839;0,000;110,471;105,254;5,218;0,000;731,925
ZEITGES-2004;HC-HC5;2604,742;3,820;2600,922;2600,922;0,000;44,169;44,169;0,000;0,000;1673,625;1334,838;338,787;0,000;4322,536
ZEITGES-2004;HC-HC6;378,498;293,059;85,439;85,439;0,000;47,713;0,000;7,916;39,797;79,907;79,907;0,000;0,000;506,117
ZEITGES-2004;HC-HC7;547,500;75,877;471,623;471,623;0,000;492,668;492,668;0,000;0,000;0,000;0,000;0,000;0,000;1040,168
ZEITGES-2004;HC-ALL_HC;17266,659;6643,547;10623,112;10623,112;0,000;1722,053;1358,037;324,220;39,797;4541,846;4030,201;511,645;0,000;23530,559
ZEITGES-2004;HC-HC1;10075,964;3717,351;6358,613;6358,613;0,000;820,389;796,125;24,264;0,000;1753,024;1587,515;165,509;0,000;12649,376
ZEITGES-2004;HC-HC2;732,180;88,925;643,255;643,255;0,000;143,565;25,075;118,490;0,000;380,225;378,094;2,131;0,000;1255,970
ZEITGES-2004;HC-HC11-HC21;6685,070;3021,077;3663,993;3663,993;0,000;847,395;724,315;123,080;0,000;389,861;387,730;2,131;0,000;7922,326
ZEITGES-2004;HC-HC11;6117,568;2985,624;3131,944;3131,944;0,000;723,476;699,240;24,236;0,000;190,663;190,663;0,000;0,000;7031,707
ZEITGES-2004;HC-HC21;567,502;35,453;532,049;532,049;0,000;123,918;25,075;98,843;0,000;199,198;197,067;2,131;0,000;890,618
ZEITGES-2004;HC-HC12-HC22;73,693;37,846;35,847;35,847;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;74,693
ZEITGES-2004;HC-HC12;73,693;37,846;35,847;35,847;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;74,693
ZEITGES-2004;HC-HC13-HC23;4038,924;746,409;3292,514;3292,514;0,000;116,559;96,885;19,674;0,000;1742,388;1576,879;165,509;0,000;5897,870
ZEITGES-2004;HC-HC13;3874,245;692,937;3181,308;3181,308;0,000;96,912;96,885;0,027;0,000;1561,361;1395,852;165,509;0,000;5532,518
ZEITGES-2004;HC-HC131;920,214;98,655;821,559;821,559;0,000;4,528;4,528;0,000;0,000;233,355;154,018;79,337;0,000;1158,097
ZEITGES-2004;HC-HC132;746,820;37,580;709,240;709,240;0,000;48,106;48,106;0,000;0,000;772,309;738,922;33,387;0,000;1567,235
ZEITGES-2004;HC-HC133;2132,802;543,400;1589,402;1589,402;0,000;44,251;44,251;0,000;0,000;395,781;342,997;52,784;0,000;2572,835
ZEITGES-2004;HC-HC139;74,409;13,302;61,106;61,106;0,000;0,027;0,000;0,027;0,000;159,915;159,915;0,000;0,000;234,351
ZEITGES-2004;HC-HC23;164,678;53,472;111,206;111,206;0,000;19,647;0,000;19,647;0,000;181,027;181,027;0,000;0,000;365,352
ZEITGES-2004;HC-HC14-HC24;10,458;0,943;9,515;9,515;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,458
ZEITGES-2004;HC-HC14;10,458;0,943;9,515;9,515;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,458
ZEITGES-2004;HC-HC31;948,741;948,741;0,000;0,000;0,000;0,000;0,000;0,000;0,000;522,992;522,992;0,000;0,000;1471,733
ZEITGES-2004;HC-HC32;5,381;5,381;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,381
ZEITGES-2004;HC-HC34;1486,039;1473,803;12,236;12,236;0,000;39,711;0,000;39,711;0,000;21,601;21,601;0,000;0,000;1547,351
ZEITGES-2004;HC-HC41;110,616;0,043;110,573;110,573;0,000;0,000;0,000;0,000;0,000;34,226;34,226;0,000;0,000;144,842
ZEITGES-2004;HC-HC42;176,144;0,112;176,032;176,032;0,000;0,000;0,000;0,000;0,000;54,487;54,487;0,000;0,000;230,631
ZEITGES-2004;HC-HC43;200,854;36,436;164,418;164,418;0,000;133,839;0,000;133,839;0,000;21,759;16,541;5,218;0,000;356,453
ZEITGES-2004;HC-HC51;2141,016;0,000;2141,016;2141,016;0,000;10,774;10,774;0,000;0,000;979,662;648,103;331,559;0,000;3131,451
ZEITGES-2004;HC-HC511;2141,016;0,000;2141,016;2141,016;0,000;3,646;3,646;0,000;0,000;331,559;0,000;331,559;0,000;2476,221
ZEITGES-2004;HC-HC512;0,000;0,000;0,000;0,000;0,000;6,440;6,440;0,000;0,000;585,558;585,558;0,000;0,000;591,998
ZEITGES-2004;HC-HC513;0,000;0,000;0,000;0,000;0,000;0,688;0,688;0,000;0,000;62,545;62,545;0,000;0,000;63,233
ZEITGES-2004;HC-HC52;463,726;3,820;459,906;459,906;0,000;33,395;33,395;0,000;0,000;693,964;686,735;7,229;0,000;1191,085
ZEITGES-2004;HC-HC71;53,208;53,208;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;53,208
ZEITGES-2004;HC-HC72;494,292;22,669;471,623;471,623;0,000;492,668;492,668;0,000;0,000;0,000;0,000;0,000;0,000;986,960
ZEITGES-2004;HC-ALLE_HC;17266,659;6643,547;10623,112;10623,112;0,000;1722,053;1358,037;324,220;39,797;4541,846;4030,201;511,645;0,000;23530,559
ZEITGES-2005;HC-HC1-HC2;11422,546;4069,188;7353,358;7353,358;0,000;973,683;832,780;140,903;0,000;2234,169;2074,766;159,402;0,000;14630,398
ZEITGES-2005;HC-HC3;2546,644;2534,074;12,570;12,570;0,000;48,996;0,000;48,996;0,000;573,659;573,659;0,000;0,000;3169,299
ZEITGES-2005;HC-HC4;502,239;42,475;459,765;459,765;0,000;147,240;0,000;147,240;0,000;109,372;103,762;5,610;0,000;758,851
ZEITGES-2005;HC-HC5;2630,353;3,524;2626,829;2626,829;0,000;48,135;48,135;0,000;0,000;1685,217;1338,482;346,735;0,000;4363,704
ZEITGES-2005;HC-HC6;395,938;295,609;100,329;100,329;0,000;49,365;0,000;8,563;40,802;89,786;89,786;0,000;0,000;535,089
ZEITGES-2005;HC-HC7;596,580;72,307;524,272;524,272;0,000;405,957;405,957;0,000;0,000;0,000;0,000;0,000;0,000;1002,537
ZEITGES-2005;HC-ALL_HC;18094,300;7017,177;11077,123;11077,123;0,000;1673,376;1286,872;345,701;40,802;4692,202;4180,455;511,747;0,000;24459,878
ZEITGES-2005;HC-HC1;10636,138;3973,146;6662,992;6662,992;0,000;827,856;806,436;21,420;0,000;1845,311;1687,865;157,446;0,000;13309,305
ZEITGES-2005;HC-HC2;786,408;96,042;690,366;690,366;0,000;145,827;26,344;119,483;0,000;388,858;386,902;1,956;0,000;1321,092
ZEITGES-2005;HC-HC11-HC21;7089,304;3227,334;3861,970;3861,970;0,000;853,240;730,080;123,160;0,000;398,246;396,290;1,956;0,000;8340,790
ZEITGES-2005;HC-HC11;6474,367;3186,922;3287,445;3287,445;0,000;723,714;703,736;19,978;0,000;210,131;210,131;0,000;0,000;7408,212
ZEITGES-2005;HC-HC21;614,938;40,412;574,525;574,525;0,000;129,526;26,344;103,182;0,000;188,115;186,159;1,956;0,000;932,578
ZEITGES-2005;HC-HC12-HC22;82,752;42,964;39,788;39,788;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;83,752
ZEITGES-2005;HC-HC12;82,752;42,964;39,788;39,788;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;83,752
ZEITGES-2005;HC-HC13-HC23;4237,210;797,683;3439,528;3439,528;0,000;120,443;102,700;17,743;0,000;1834,923;1677,476;157,446;0,000;6192,576
ZEITGES-2005;HC-HC13;4065,740;742,052;3323,688;3323,688;0,000;104,142;102,700;1,442;0,000;1634,180;1476,733;157,446;0,000;5804,062
ZEITGES-2005;HC-HC131;972,358;100,214;872,145;872,145;0,000;5,950;5,950;0,000;0,000;243,952;178,734;65,218;0,000;1222,260
ZEITGES-2005;HC-HC132;744,141;36,891;707,250;707,250;0,000;49,899;49,899;0,000;0,000;807,075;773,916;33,159;0,000;1601,115
ZEITGES-2005;HC-HC133;2292,892;591,247;1701,646;1701,646;0,000;46,851;46,851;0,000;0,000;404,813;345,743;59,070;0,000;2744,556
ZEITGES-2005;HC-HC139;56,348;13,701;42,647;42,647;0,000;1,442;0,000;1,442;0,000;178,340;178,340;0,000;0,000;236,130
ZEITGES-2005;HC-HC23;171,470;55,630;115,840;115,840;0,000;16,301;0,000;16,301;0,000;200,743;200,743;0,000;0,000;388,514
ZEITGES-2005;HC-HC14-HC24;13,280;1,208;12,073;12,073;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;13,280
ZEITGES-2005;HC-HC14;13,280;1,208;12,073;12,073;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;13,280
ZEITGES-2005;HC-HC31;978,819;978,819;0,000;0,000;0,000;0,000;0,000;0,000;0,000;549,551;549,551;0,000;0,000;1528,370
ZEITGES-2005;HC-HC32;8,668;8,668;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;8,668
ZEITGES-2005;HC-HC34;1559,157;1546,587;12,570;12,570;0,000;48,996;0,000;48,996;0,000;24,108;24,108;0,000;0,000;1632,261
ZEITGES-2005;HC-HC41;109,995;0,046;109,948;109,948;0,000;0,000;0,000;0,000;0,000;33,659;33,659;0,000;0,000;143,653
ZEITGES-2005;HC-HC42;176,330;0,105;176,225;176,225;0,000;0,000;0,000;0,000;0,000;53,948;53,948;0,000;0,000;230,278
ZEITGES-2005;HC-HC43;215,915;42,324;173,591;173,591;0,000;147,240;0,000;147,240;0,000;21,765;16,155;5,610;0,000;384,920
ZEITGES-2005;HC-HC51;2182,892;0,000;2182,892;2182,892;0,000;11,665;11,665;0,000;0,000;1043,607;703,648;339,959;0,000;3238,164
ZEITGES-2005;HC-HC511;2182,892;0,000;2182,892;2182,892;0,000;3,800;3,800;0,000;0,000;339,959;0,000;339,959;0,000;2526,651
ZEITGES-2005;HC-HC512;0,000;0,000;0,000;0,000;0,000;6,913;6,913;0,000;0,000;618,496;618,496;0,000;0,000;625,410
ZEITGES-2005;HC-HC513;0,000;0,000;0,000;0,000;0,000;0,952;0,952;0,000;0,000;85,152;85,152;0,000;0,000;86,104
ZEITGES-2005;HC-HC52;447,461;3,524;443,937;443,937;0,000;36,470;36,470;0,000;0,000;641,610;634,834;6,776;0,000;1125,540
ZEITGES-2005;HC-HC71;49,252;49,252;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;49,252
ZEITGES-2005;HC-HC72;547,328;23,056;524,272;524,272;0,000;405,957;405,957;0,000;0,000;0,000;0,000;0,000;0,000;953,285
ZEITGES-2005;HC-ALLE_HC;18094,300;7017,177;11077,123;11077,123;0,000;1673,376;1286,872;345,701;40,802;4692,202;4180,455;511,747;0,000;24459,878
ZEITGES-2006;HC-HC1-HC2;12010,859;4337,707;7673,152;7673,152;0,000;984,333;839,871;144,462;0,000;2227,580;2069,963;157,617;0,000;15222,773
ZEITGES-2006;HC-HC3;2701,875;2689,276;12,599;12,599;0,000;55,295;0,000;55,295;0,000;611,066;611,066;0,000;0,000;3368,236
ZEITGES-2006;HC-HC4;551,700;70,570;481,130;481,130;0,000;176,332;0,000;176,332;0,000;102,257;96,549;5,708;0,000;830,289
ZEITGES-2006;HC-HC5;2756,468;3,063;2753,405;2753,405;0,000;52,736;52,736;0,000;0,000;1767,705;1394,238;373,467;0,000;4576,909
ZEITGES-2006;HC-HC6;403,923;302,335;101,588;101,588;0,000;51,523;0,000;9,342;42,181;92,015;92,015;0,000;0,000;547,460
ZEITGES-2006;HC-HC7;567,140;79,723;487,417;487,417;0,000;413,897;413,897;0,000;0,000;0,000;0,000;0,000;0,000;981,037
ZEITGES-2006;HC-ALL_HC;18991,965;7482,674;11509,291;11509,291;0,000;1734,116;1306,504;385,431;42,181;4800,623;4263,830;536,793;0,000;25526,705
ZEITGES-2006;HC-HC1;11158,757;4227,645;6931,112;6931,112;0,000;826,186;812,432;13,754;0,000;1853,909;1698,537;155,371;0,000;13838,852
ZEITGES-2006;HC-HC2;852,102;110,062;742,040;742,040;0,000;158,147;27,439;130,708;0,000;373,672;371,426;2,246;0,000;1383,921
ZEITGES-2006;HC-HC11-HC21;7480,153;3440,446;4039,707;4039,707;0,000;862,457;741,110;121,347;0,000;383,644;381,398;2,246;0,000;8726,254
ZEITGES-2006;HC-HC11;6814,731;3389,316;3425,414;3425,414;0,000;725,607;713,671;11,936;0,000;217,433;217,433;0,000;0,000;7757,771
ZEITGES-2006;HC-HC21;665,422;51,129;614,293;614,293;0,000;136,850;27,439;109,411;0,000;166,211;163,965;2,246;0,000;968,483
ZEITGES-2006;HC-HC12-HC22;98,803;51,623;47,180;47,180;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;99,803
ZEITGES-2006;HC-HC12;98,803;51,623;47,180;47,180;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;99,803
ZEITGES-2006;HC-HC13-HC23;4417,965;844,038;3573,927;3573,927;0,000;121,876;98,761;23,115;0,000;1842,936;1687,565;155,371;0,000;6382,778
ZEITGES-2006;HC-HC13;4231,285;785,105;3446,180;3446,180;0,000;100,579;98,761;1,818;0,000;1635,476;1480,104;155,371;0,000;5967,340
ZEITGES-2006;HC-HC131;992,338;100,612;891,726;891,726;0,000;5,175;5,175;0,000;0,000;214,073;160,728;53,345;0,000;1211,586
ZEITGES-2006;HC-HC132;761,119;36,538;724,581;724,581;0,000;45,742;45,742;0,000;0,000;843,564;811,269;32,295;0,000;1650,425
ZEITGES-2006;HC-HC133;2416,142;632,767;1783,375;1783,375;0,000;47,844;47,844;0,000;0,000;393,571;323,839;69,731;0,000;2857,556
ZEITGES-2006;HC-HC139;61,687;15,189;46,498;46,498;0,000;1,818;0,000;1,818;0,000;184,268;184,268;0,000;0,000;247,773
ZEITGES-2006;HC-HC23;186,680;58,933;127,747;127,747;0,000;21,297;0,000;21,297;0,000;207,461;207,461;0,000;0,000;415,438
ZEITGES-2006;HC-HC14-HC24;13,938;1,600;12,338;12,338;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;13,938
ZEITGES-2006;HC-HC14;13,938;1,600;12,338;12,338;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;13,938
ZEITGES-2006;HC-HC31;1062,302;1062,302;0,000;0,000;0,000;0,000;0,000;0,000;0,000;583,587;583,587;0,000;0,000;1645,888
ZEITGES-2006;HC-HC32;10,931;10,931;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,931
ZEITGES-2006;HC-HC34;1628,642;1616,043;12,599;12,599;0,000;55,295;0,000;55,295;0,000;27,479;27,479;0,000;0,000;1711,417
ZEITGES-2006;HC-HC41;118,468;0,052;118,416;118,416;0,000;0,000;0,000;0,000;0,000;31,552;31,552;0,000;0,000;150,019
ZEITGES-2006;HC-HC42;181,754;0,095;181,659;181,659;0,000;0,000;0,000;0,000;0,000;48,403;48,403;0,000;0,000;230,156
ZEITGES-2006;HC-HC43;251,479;70,423;181,055;181,055;0,000;176,332;0,000;176,332;0,000;22,303;16,595;5,708;0,000;450,113
ZEITGES-2006;HC-HC51;2288,599;0,000;2288,599;2288,599;0,000;12,626;12,626;0,000;0,000;1086,443;719,580;366,863;0,000;3387,668
ZEITGES-2006;HC-HC511;2288,599;0,000;2288,599;2288,599;0,000;4,263;4,263;0,000;0,000;366,863;0,000;366,863;0,000;2659,726
ZEITGES-2006;HC-HC512;0,000;0,000;0,000;0,000;0,000;7,392;7,392;0,000;0,000;636,107;636,107;0,000;0,000;643,499
ZEITGES-2006;HC-HC513;0,000;0,000;0,000;0,000;0,000;0,970;0,970;0,000;0,000;83,473;83,473;0,000;0,000;84,443
ZEITGES-2006;HC-HC52;467,869;3,063;464,806;464,806;0,000;40,110;40,110;0,000;0,000;681,263;674,658;6,604;0,000;1189,241
ZEITGES-2006;HC-HC71;55,495;55,495;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;55,495
ZEITGES-2006;HC-HC72;511,644;24,228;487,417;487,417;0,000;413,897;413,897;0,000;0,000;0,000;0,000;0,000;0,000;925,541
ZEITGES-2006;HC-ALLE_HC;18991,965;7482,674;11509,291;11509,291;0,000;1734,116;1306,504;385,431;42,181;4800,623;4263,830;536,793;0,000;25526,705
ZEITGES-2007;HC-HC1-HC2;12710,263;4590,119;8120,144;8120,144;0,000;1018,680;861,680;157,000;0,000;2351,886;2190,234;161,652;0,000;16080,829
ZEITGES-2007;HC-HC3;2810,512;2797,980;12,531;12,531;0,000;58,167;0,000;58,167;0,000;655,381;655,381;0,000;0,000;3524,060
ZEITGES-2007;HC-HC4;569,175;72,150;497,025;497,025;0,000;225,319;0,000;225,319;0,000;103,663;97,859;5,804;0,000;898,156
ZEITGES-2007;HC-HC5;2987,037;2,753;2984,284;2984,284;0,000;58,309;58,309;0,000;0,000;1876,612;1481,709;394,902;0,000;4921,957
ZEITGES-2007;HC-HC6;439,691;327,613;112,079;112,079;0,000;55,284;0,000;10,153;45,131;103,101;103,101;0,000;0,000;598,077
ZEITGES-2007;HC-HC7;613,134;77,162;535,972;535,972;0,000;432,842;432,842;0,000;0,000;0,000;0,000;0,000;0,000;1045,976
ZEITGES-2007;HC-ALL_HC;20129,811;7867,776;12262,035;12262,035;0,000;1848,601;1352,831;450,638;45,131;5090,644;4528,285;562,359;0,000;27069,055
ZEITGES-2007;HC-HC1;11787,809;4471,481;7316,328;7316,328;0,000;850,200;833,102;17,098;0,000;1953,562;1794,399;159,163;0,000;14591,570
ZEITGES-2007;HC-HC2;922,454;118,638;803,816;803,816;0,000;168,480;28,578;139,902;0,000;398,324;395,835;2,490;0,000;1489,259
ZEITGES-2007;HC-HC11-HC21;7868,344;3628,339;4240,005;4240,005;0,000;896,289;762,782;133,507;0,000;389,254;386,764;2,490;0,000;9153,887
ZEITGES-2007;HC-HC11;7148,312;3574,746;3573,565;3573,565;0,000;749,458;734,204;15,254;0,000;220,960;220,960;0,000;0,000;8118,730
ZEITGES-2007;HC-HC21;720,032;53,592;666,440;666,440;0,000;146,831;28,578;118,253;0,000;168,294;165,804;2,490;0,000;1035,157
ZEITGES-2007;HC-HC12-HC22;104,982;54,857;50,125;50,125;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;105,982
ZEITGES-2007;HC-HC12;104,982;54,857;50,125;50,125;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;105,982
ZEITGES-2007;HC-HC13-HC23;4721,420;904,273;3817,147;3817,147;0,000;122,391;98,898;23,493;0,000;1961,633;1802,470;159,163;0,000;6805,443
ZEITGES-2007;HC-HC13;4518,998;839,227;3679,771;3679,771;0,000;100,741;98,898;1,843;0,000;1731,602;1572,439;159,163;0,000;6351,341
ZEITGES-2007;HC-HC131;1059,122;106,337;952,785;952,785;0,000;4,527;4,527;0,000;0,000;222,304;168,137;54,166;0,000;1285,952
ZEITGES-2007;HC-HC132;792,034;40,256;751,778;751,778;0,000;42,379;42,379;0,000;0,000;878,494;845,006;33,488;0,000;1712,907
ZEITGES-2007;HC-HC133;2600,009;675,706;1924,303;1924,303;0,000;51,992;51,992;0,000;0,000;425,645;354,137;71,509;0,000;3077,646
ZEITGES-2007;HC-HC139;67,833;16,928;50,905;50,905;0,000;1,843;0,000;1,843;0,000;205,159;205,159;0,000;0,000;274,835
ZEITGES-2007;HC-HC23;202,422;65,046;137,376;137,376;0,000;21,649;0,000;21,649;0,000;230,031;230,031;0,000;0,000;454,102
ZEITGES-2007;HC-HC14-HC24;15,517;2,649;12,868;12,868;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,517
ZEITGES-2007;HC-HC14;15,517;2,649;12,868;12,868;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,517
ZEITGES-2007;HC-HC31;1106,339;1106,339;0,000;0,000;0,000;0,000;0,000;0,000;0,000;623,373;623,373;0,000;0,000;1729,712
ZEITGES-2007;HC-HC32;11,469;11,469;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;11,469
ZEITGES-2007;HC-HC34;1692,704;1680,172;12,531;12,531;0,000;58,167;0,000;58,167;0,000;32,008;32,008;0,000;0,000;1782,879
ZEITGES-2007;HC-HC41;122,933;0,057;122,876;122,876;0,000;0,000;0,000;0,000;0,000;32,183;32,183;0,000;0,000;155,117
ZEITGES-2007;HC-HC42;186,593;0,137;186,457;186,457;0,000;0,000;0,000;0,000;0,000;48,836;48,836;0,000;0,000;235,430
ZEITGES-2007;HC-HC43;259,648;71,956;187,692;187,692;0,000;225,319;0,000;225,319;0,000;22,643;16,839;5,804;0,000;507,610
ZEITGES-2007;HC-HC51;2495,804;0,000;2495,804;2495,804;0,000;14,077;14,077;0,000;0,000;1140,771;752,576;388,195;0,000;3650,653
ZEITGES-2007;HC-HC511;2495,804;0,000;2495,804;2495,804;0,000;4,790;4,790;0,000;0,000;388,195;0,000;388,195;0,000;2888,790
ZEITGES-2007;HC-HC512;0,000;0,000;0,000;0,000;0,000;8,275;8,275;0,000;0,000;670,624;670,624;0,000;0,000;678,900
ZEITGES-2007;HC-HC513;0,000;0,000;0,000;0,000;0,000;1,011;1,011;0,000;0,000;81,952;81,952;0,000;0,000;82,963
ZEITGES-2007;HC-HC52;491,233;2,753;488,480;488,480;0,000;44,232;44,232;0,000;0,000;735,840;729,133;6,707;0,000;1271,305
ZEITGES-2007;HC-HC71;54,306;54,306;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;54,306
ZEITGES-2007;HC-HC72;558,828;22,855;535,972;535,972;0,000;432,842;432,842;0,000;0,000;0,000;0,000;0,000;0,000;991,670
ZEITGES-2007;HC-ALLE_HC;20129,811;7867,776;12262,035;12262,035;0,000;1848,601;1352,831;450,638;45,131;5090,644;4528,285;562,359;0,000;27069,055
ZEITGES-2008;HC-HC1-HC2;13475,012;5072,714;8402,298;8402,298;0,000;1065,599;878,634;186,965;0,000;2367,732;2202,732;165,000;0,000;16908,343
ZEITGES-2008;HC-HC3;3039,558;3027,405;12,154;12,154;0,000;62,212;0,000;62,212;0,000;740,972;740,972;0,000;0,000;3842,742
ZEITGES-2008;HC-HC4;593,601;82,024;511,577;511,577;0,000;220,626;0,000;220,626;0,000;105,912;99,882;6,030;0,000;920,140
ZEITGES-2008;HC-HC5;3202,875;2,522;3200,352;3200,352;0,000;62,234;62,234;0,000;0,000;1895,642;1508,868;386,775;0,000;5160,751
ZEITGES-2008;HC-HC6;435,437;320,993;114,443;114,443;0,000;56,845;0,000;10,605;46,240;102,078;102,078;0,000;0,000;594,360
ZEITGES-2008;HC-HC7;669,463;81,145;588,318;588,318;0,000;474,445;474,445;0,000;0,000;0,000;0,000;0,000;0,000;1143,908
ZEITGES-2008;HC-ALL_HC;21415,946;8586,804;12829,142;12829,142;0,000;1941,961;1415,313;480,408;46,240;5212,336;4654,531;557,805;0,000;28570,243
ZEITGES-2008;HC-HC1;12479,749;4946,469;7533,280;7533,280;0,000;864,473;848,851;15,622;0,000;1894,978;1732,771;162,207;0,000;15239,200
ZEITGES-2008;HC-HC2;995,263;126,245;869,018;869,018;0,000;201,126;29,783;171,343;0,000;472,753;469,960;2,793;0,000;1669,143
ZEITGES-2008;HC-HC11-HC21;8421,738;4003,160;4418,578;4418,578;0,000;936,547;776,128;160,419;0,000;412,450;409,657;2,793;0,000;9770,735
ZEITGES-2008;HC-HC11;7643,272;3946,902;3696,369;3696,369;0,000;759,850;746,345;13,505;0,000;227,235;227,235;0,000;0,000;8630,357
ZEITGES-2008;HC-HC21;778,466;56,258;722,209;722,209;0,000;176,697;29,783;146,914;0,000;185,215;182,422;2,793;0,000;1140,378
ZEITGES-2008;HC-HC12-HC22;136,051;74,788;61,263;61,263;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;137,051
ZEITGES-2008;HC-HC12;136,051;74,788;61,263;61,263;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;137,051
ZEITGES-2008;HC-HC13-HC23;4898,664;991,504;3907,160;3907,160;0,000;129,053;102,506;26,547;0,000;1954,282;1792,074;162,207;0,000;6981,998
ZEITGES-2008;HC-HC13;4681,867;921,516;3760,351;3760,351;0,000;104,623;102,506;2,117;0,000;1666,744;1504,536;162,207;0,000;6453,234
ZEITGES-2008;HC-HC131;1087,343;111,148;976,195;976,195;0,000;5,113;5,113;0,000;0,000;212,290;157,603;54,687;0,000;1304,746
ZEITGES-2008;HC-HC132;810,549;40,790;769,759;769,759;0,000;38,769;38,769;0,000;0,000;900,197;865,525;34,672;0,000;1749,516
ZEITGES-2008;HC-HC133;2713,046;752,691;1960,355;1960,355;0,000;58,624;58,624;0,000;0,000;439,957;367,109;72,848;0,000;3211,627
ZEITGES-2008;HC-HC139;70,929;16,887;54,042;54,042;0,000;2,117;0,000;2,117;0,000;114,299;114,299;0,000;0,000;187,345
ZEITGES-2008;HC-HC23;216,797;69,988;146,809;146,809;0,000;24,430;0,000;24,430;0,000;287,538;287,538;0,000;0,000;528,765
ZEITGES-2008;HC-HC14-HC24;18,559;3,262;15,297;15,297;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,559
ZEITGES-2008;HC-HC14;18,559;3,262;15,297;15,297;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,559
ZEITGES-2008;HC-HC31;1255,756;1255,756;0,000;0,000;0,000;0,000;0,000;0,000;0,000;672,243;672,243;0,000;0,000;1927,999
ZEITGES-2008;HC-HC32;16,257;16,257;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;16,257
ZEITGES-2008;HC-HC34;1767,545;1755,392;12,154;12,154;0,000;62,212;0,000;62,212;0,000;68,729;68,729;0,000;0,000;1898,486
ZEITGES-2008;HC-HC41;130,178;0,066;130,112;130,112;0,000;0,000;0,000;0,000;0,000;32,687;32,687;0,000;0,000;162,865
ZEITGES-2008;HC-HC42;189,097;0,118;188,980;188,980;0,000;0,000;0,000;0,000;0,000;47,476;47,476;0,000;0,000;236,573
ZEITGES-2008;HC-HC43;274,326;81,840;192,486;192,486;0,000;220,626;0,000;220,626;0,000;25,749;19,719;6,030;0,000;520,701
ZEITGES-2008;HC-HC51;2676,925;0,000;2676,925;2676,925;0,000;15,323;15,323;0,000;0,000;1145,283;765,925;379,357;0,000;3837,530
ZEITGES-2008;HC-HC511;2676,925;0,000;2676,925;2676,925;0,000;5,076;5,076;0,000;0,000;379,357;0,000;379,357;0,000;3061,357
ZEITGES-2008;HC-HC512;0,000;0,000;0,000;0,000;0,000;9,255;9,255;0,000;0,000;691,709;691,709;0,000;0,000;700,963
ZEITGES-2008;HC-HC513;0,000;0,000;0,000;0,000;0,000;0,993;0,993;0,000;0,000;74,216;74,216;0,000;0,000;75,209
ZEITGES-2008;HC-HC52;525,950;2,522;523,428;523,428;0,000;46,911;46,911;0,000;0,000;750,360;742,942;7,417;0,000;1323,221
