C-ZEITGES-0;C-HCGES-0;F-HF1;F-HF11;F-HF12;F-HF121;F-HF122;F-HF2;F-HF21;F-HF22;F-HF23;F-HF3;F-HF31;F-HF32;F-HF4;F-ALLE_HF
ZEITGES-2020;HC-HC11;11130,345;5925,959;5204,386;5204,386;0,000;899,855;875,654;24,201;0,000;248,570;248,570;0,000;0,000;12278,770
ZEITGES-2020;HC-HC21;1297,825;134,049;1163,776;1163,776;0,000;227,580;29,277;198,303;0,000;235,180;174,748;60,433;0,000;1760,585
ZEITGES-2020;HC-HC12-HC22;193,266;107,477;85,789;85,789;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;194,266
ZEITGES-2020;HC-HC12;193,266;107,477;85,789;85,789;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;194,266
ZEITGES-2020;HC-HC13-HC23;8423,438;2130,184;6293,255;6293,255;0,000;269,990;206,475;63,515;0,000;2327,421;2123,301;204,120;0,000;11020,849
ZEITGES-2020;HC-HC13;8065,230;2008,488;6056,742;6056,742;0,000;230,072;205,357;24,715;0,000;1946,654;1742,534;204,120;0,000;10241,956
ZEITGES-2020;HC-HC131;1562,291;144,206;1418,085;1418,085;0,000;71,861;71,861;0,000;0,000;252,775;202,433;50,342;0,000;1886,928
ZEITGES-2020;HC-HC132;1106,318;66,616;1039,702;1039,702;0,000;39,195;39,195;0,000;0,000;1024,590;942,190;82,400;0,000;2170,103
ZEITGES-2020;HC-HC133;5216,690;1741,575;3475,115;3475,115;0,000;94,301;94,301;0,000;0,000;435,877;366,095;69,782;0,000;5746,868
ZEITGES-2020;HC-HC139;179,931;56,091;123,839;123,839;0,000;24,715;0,000;24,715;0,000;233,412;231,815;1,596;0,000;438,058
ZEITGES-2020;HC-HC23;358,208;121,695;236,513;236,513;0,000;39,917;1,118;38,799;0,000;380,767;380,767;0,000;0,000;778,893
ZEITGES-2020;HC-HC14-HC24;27,096;0,759;26,337;26,337;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;27,096
ZEITGES-2020;HC-HC14;27,096;0,759;26,337;26,337;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;27,096
ZEITGES-2020;HC-HC31;2293,473;2293,473;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1148,688;1148,688;0,000;0,000;3442,161
ZEITGES-2020;HC-HC32;43,943;43,943;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;43,943
ZEITGES-2020;HC-HC34;2484,205;2474,133;10,072;10,072;0,000;144,417;0,000;144,417;0,000;231,553;231,553;0,000;0,000;2860,175
ZEITGES-2020;HC-HC41;204,231;0,084;204,147;204,147;0,000;9,367;9,367;0,000;0,000;32,779;32,779;0,000;0,000;246,377
ZEITGES-2020;HC-HC42;193,948;0,789;193,159;193,159;0,000;8,863;8,863;0,000;0,000;31,015;31,015;0,000;0,000;233,825
ZEITGES-2020;HC-HC43;450,596;177,588;273,008;273,008;0,000;297,076;0,000;297,076;0,000;47,344;41,500;5,844;0,000;795,016
ZEITGES-2020;HC-HC51;3518,609;50,038;3468,571;3468,571;0,000;42,733;42,733;0,000;0,000;1704,859;1288,474;416,384;0,000;5266,200
ZEITGES-2020;HC-HC511;3468,571;0,000;3468,571;3468,571;0,000;10,964;10,964;0,000;0,000;416,384;0,000;416,384;0,000;3895,919
ZEITGES-2020;HC-HC512;0,000;0,000;0,000;0,000;0,000;29,326;29,326;0,000;0,000;1113,711;1113,711;0,000;0,000;1143,037
ZEITGES-2020;HC-HC513;50,038;50,038;0,000;0,000;0,000;2,443;2,443;0,000;0,000;174,763;174,763;0,000;0,000;227,244
ZEITGES-2020;HC-HC52;830,643;0,000;830,643;830,643;0,000;156,756;156,756;0,000;0,000;957,052;950,482;6,570;0,000;1944,452
ZEITGES-2020;HC-HC61;148,498;74,316;74,183;74,183;0,000;20,649;0,000;20,649;0,000;0,000;0,000;0,000;0,000;169,147
ZEITGES-2020;HC-HC62;179,840;156,689;23,150;23,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;179,840
ZEITGES-2020;HC-HC63;276,483;258,618;17,864;17,864;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;276,483
ZEITGES-2020;HC-HC64;327,106;234,812;92,294;92,294;0,000;91,020;4,022;0,000;86,998;134,422;134,422;0,000;0,000;552,548
ZEITGES-2020;HC-HC65;124,842;124,842;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;124,842
ZEITGES-2020;HC-HC66;74,698;74,698;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;74,698
ZEITGES-2020;HC-HC71;69,984;69,984;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;69,984
ZEITGES-2020;HC-HC72;869,692;32,403;837,289;837,289;0,000;671,955;671,955;0,000;0,000;0,000;0,000;0,000;0,000;1541,647
ZEITGES-2020;HC-ALLE_HC;33162,761;14364,838;18797,923;18797,923;0,000;2840,261;2005,102;748,161;86,998;7099,882;6406,531;693,351;0,000;43102,903
ZEITGES-2021;HC-HC1-HC2;22319,155;8773,704;13545,451;13545,451;0,000;1411,756;1104,611;307,145;0,000;3176,775;2878,181;298,594;0,000;26907,686
ZEITGES-2021;HC-HC3;4853,773;4843,798;9,975;9,975;0,000;155,134;0,000;155,134;0,000;1463,463;1463,463;0,000;0,000;6472,370
ZEITGES-2021;HC-HC4;915,512;164,350;751,162;751,162;0,000;270,738;20,185;250,553;0,000;119,312;113,171;6,141;0,000;1305,562
ZEITGES-2021;HC-HC5;4629,240;67,017;4562,223;4562,223;0,000;222,250;222,250;0,000;0,000;2848,921;2419,541;429,380;0,000;7700,411
ZEITGES-2021;HC-HC6;4855,325;4594,670;260,655;260,655;0,000;140,650;3,825;31,016;105,809;140,302;140,302;0,000;0,000;5136,278
ZEITGES-2021;HC-HC7;942,869;109,040;833,828;833,828;0,000;780,919;780,919;0,000;0,000;0,000;0,000;0,000;0,000;1723,788
ZEITGES-2021;HC-ALL_HC;38515,873;18552,579;19963,294;19963,294;0,000;2981,448;2131,790;743,849;105,809;7748,774;7014,659;734,115;0,000;49246,095
ZEITGES-2021;HC-HC1;20440,047;8507,844;11932,204;11932,204;0,000;1124,024;1072,731;51,292;0,000;2499,256;2274,073;225,184;0,000;24063,328
ZEITGES-2021;HC-HC2;1879,108;265,860;1613,248;1613,248;0,000;287,732;31,879;255,853;0,000;677,519;604,108;73,411;0,000;2844,359
ZEITGES-2021;HC-HC11-HC21;12853,723;6308,165;6545,558;6545,558;0,000;1126,861;887,750;239,111;0,000;531,258;457,847;73,411;0,000;14511,842
ZEITGES-2021;HC-HC11;11376,929;6173,310;5203,619;5203,619;0,000;882,634;856,919;25,715;0,000;257,208;257,208;0,000;0,000;12516,771
ZEITGES-2021;HC-HC21;1476,794;134,854;1341,940;1341,940;0,000;244,227;30,831;213,396;0,000;274,050;200,639;73,411;0,000;1995,071
ZEITGES-2021;HC-HC12-HC22;195,107;109,884;85,224;85,224;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;196,107
ZEITGES-2021;HC-HC12;195,107;109,884;85,224;85,224;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;196,107
ZEITGES-2021;HC-HC13-HC23;9241,793;2354,514;6887,280;6887,280;0,000;284,896;216,861;68,035;0,000;2644,517;2419,334;225,184;0,000;12171,206
ZEITGES-2021;HC-HC13;8839,480;2223,508;6615,972;6615,972;0,000;241,390;215,812;25,577;0,000;2241,049;2015,865;225,184;0,000;11321,918
ZEITGES-2021;HC-HC131;1793,854;162,412;1631,441;1631,441;0,000;75,695;75,695;0,000;0,000;270,672;213,031;57,640;0,000;2140,221
ZEITGES-2021;HC-HC132;1193,828;84,101;1109,727;1109,727;0,000;40,217;40,217;0,000;0,000;1280,677;1190,125;90,551;0,000;2514,721
ZEITGES-2021;HC-HC133;5648,268;1917,371;3730,897;3730,897;0,000;99,900;99,900;0,000;0,000;441,936;366,724;75,213;0,000;6190,105
ZEITGES-2021;HC-HC139;203,530;59,623;143,907;143,907;0,000;25,577;0,000;25,577;0,000;247,764;245,985;1,779;0,000;476,871
ZEITGES-2021;HC-HC23;402,313;131,006;271,308;271,308;0,000;43,506;1,048;42,457;0,000;403,469;403,469;0,000;0,000;849,288
ZEITGES-2021;HC-HC14-HC24;28,531;1,142;27,390;27,390;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;28,531
ZEITGES-2021;HC-HC14;28,531;1,142;27,390;27,390;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;28,531
ZEITGES-2021;HC-HC31;2283,063;2283,063;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1230,417;1230,417;0,000;0,000;3513,480
ZEITGES-2021;HC-HC32;50,838;50,838;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;50,838
ZEITGES-2021;HC-HC34;2519,871;2509,897;9,975;9,975;0,000;155,134;0,000;155,134;0,000;233,046;233,046;0,000;0,000;2908,052
ZEITGES-2021;HC-HC41;232,544;0,066;232,478;232,478;0,000;10,375;10,375;0,000;0,000;34,056;34,056;0,000;0,000;276,974
ZEITGES-2021;HC-HC42;219,930;0,090;219,840;219,840;0,000;9,811;9,811;0,000;0,000;32,204;32,204;0,000;0,000;261,945
ZEITGES-2021;HC-HC43;463,038;164,194;298,844;298,844;0,000;250,553;0,000;250,553;0,000;53,052;46,911;6,141;0,000;766,643
ZEITGES-2021;HC-HC51;3714,736;67,017;3647,719;3647,719;0,000;44,843;44,843;0,000;0,000;1833,851;1410,858;422,993;0,000;5593,430
ZEITGES-2021;HC-HC511;3647,719;0,000;3647,719;3647,719;0,000;11,149;11,149;0,000;0,000;422,993;0,000;422,993;0,000;4081,861
ZEITGES-2021;HC-HC512;0,000;0,000;0,000;0,000;0,000;31,356;31,356;0,000;0,000;1189,587;1189,587;0,000;0,000;1220,943
ZEITGES-2021;HC-HC513;67,017;67,017;0,000;0,000;0,000;2,338;2,338;0,000;0,000;221,271;221,271;0,000;0,000;290,626
ZEITGES-2021;HC-HC52;914,505;0,000;914,505;914,505;0,000;177,407;177,407;0,000;0,000;1015,070;1008,683;6,387;0,000;2106,981
ZEITGES-2021;HC-HC61;194,185;119,700;74,485;74,485;0,000;31,016;0,000;31,016;0,000;0,000;0,000;0,000;0,000;225,202
ZEITGES-2021;HC-HC62;842,673;813,475;29,198;29,198;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;842,673
ZEITGES-2021;HC-HC63;3126,300;3059,772;66,529;66,529;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3126,300
ZEITGES-2021;HC-HC64;350,056;259,614;90,442;90,442;0,000;109,634;3,825;0,000;105,809;140,302;140,302;0,000;0,000;599,993
ZEITGES-2021;HC-HC65;231,774;231,774;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;231,774
ZEITGES-2021;HC-HC66;110,335;110,335;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;110,335
ZEITGES-2021;HC-HC71;75,688;75,688;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;75,688
ZEITGES-2021;HC-HC72;867,181;33,353;833,828;833,828;0,000;780,919;780,919;0,000;0,000;0,000;0,000;0,000;0,000;1648,100
ZEITGES-2021;HC-ALLE_HC;38515,873;18552,579;19963,294;19963,294;0,000;2981,448;2131,790;743,849;105,809;7748,774;7014,659;734,115;0,000;49246,095
ZEITGES-2022;HC-HC1-HC2;23420,572;8980,525;14440,047;14440,047;0,000;1537,642;1214,523;323,119;0,000;3278,348;2957,440;320,909;0,000;28236,563
ZEITGES-2022;HC-HC3;5021,019;5011,462;9,557;9,557;0,000;184,722;0,000;184,722;0,000;1509,576;1509,576;0,000;0,000;6715,317
ZEITGES-2022;HC-HC4;975,074;149,653;825,421;825,421;0,000;300,725;22,995;277,730;0,000;117,382;110,765;6,617;0,000;1393,181
ZEITGES-2022;HC-HC5;4899,327;61,833;4837,494;4837,494;0,000;253,306;253,306;0,000;0,000;2927,337;2482,055;445,282;0,000;8079,970
ZEITGES-2022;HC-HC6;3397,960;3132,796;265,164;265,164;0,000;168,520;4,225;43,688;120,607;146,237;146,237;0,000;0,000;3712,717
ZEITGES-2022;HC-HC7;983,578;120,032;863,546;863,546;0,000;776,058;776,058;0,000;0,000;0,000;0,000;0,000;0,000;1759,636
ZEITGES-2022;HC-ALL_HC;38697,530;17456,301;21241,229;21241,229;0,000;3220,972;2271,108;829,258;120,607;7978,880;7206,073;772,807;0,000;49897,383
ZEITGES-2022;HC-HC1;21445,250;8739,153;12706,097;12706,097;0,000;1230,239;1173,492;56,748;0,000;2525,760;2288,524;237,236;0,000;25201,249
ZEITGES-2022;HC-HC2;1975,322;241,372;1733,950;1733,950;0,000;307,403;41,032;266,371;0,000;752,589;668,916;83,673;0,000;3035,314
ZEITGES-2022;HC-HC11-HC21;13310,104;6402,427;6907,676;6907,676;0,000;1216,386;970,193;246,193;0,000;606,013;522,340;83,673;0,000;15132,503
ZEITGES-2022;HC-HC11;11767,091;6298,283;5468,807;5468,807;0,000;954,626;930,346;24,280;0,000;277,705;277,705;0,000;0,000;12999,422
ZEITGES-2022;HC-HC21;1543,013;104,144;1438,869;1438,869;0,000;261,760;39,847;221,913;0,000;328,308;244,635;83,673;0,000;2133,081
ZEITGES-2022;HC-HC12-HC22;205,107;115,535;89,573;89,573;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;206,107
ZEITGES-2022;HC-HC12;205,107;115,535;89,573;89,573;0,000;0,000;0,000;0,000;0,000;1,000;1,000;0,000;0,000;206,107
ZEITGES-2022;HC-HC13-HC23;9880,035;2462,112;7417,923;7417,923;0,000;321,256;244,330;76,925;0,000;2671,336;2434,100;237,236;0,000;12872,626
ZEITGES-2022;HC-HC13;9447,726;2324,884;7122,841;7122,841;0,000;275,613;243,146;32,467;0,000;2247,055;2009,819;237,236;0,000;11970,393
ZEITGES-2022;HC-HC131;1935,537;160,012;1775,524;1775,524;0,000;87,071;87,071;0,000;0,000;262,665;201,310;61,354;0,000;2285,272
ZEITGES-2022;HC-HC132;1210,965;67,355;1143,609;1143,609;0,000;42,767;42,767;0,000;0,000;1283,640;1189,729;93,911;0,000;2537,372
ZEITGES-2022;HC-HC133;6081,288;2033,715;4047,573;4047,573;0,000;113,308;113,308;0,000;0,000;440,013;359,956;80,057;0,000;6634,609
ZEITGES-2022;HC-HC139;219,936;63,801;156,135;156,135;0,000;32,467;0,000;32,467;0,000;260,737;258,824;1,913;0,000;513,140
ZEITGES-2022;HC-HC23;432,309;137,228;295,081;295,081;0,000;45,643;1,185;44,458;0,000;424,281;424,281;0,000;0,000;902,233
ZEITGES-2022;HC-HC14-HC24;25,326;0,451;24,875;24,875;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;25,326
ZEITGES-2022;HC-HC14;25,326;0,451;24,875;24,875;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;25,326
ZEITGES-2022;HC-HC31;2397,933;2397,933;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1277,370;1277,370;0,000;0,000;3675,303
ZEITGES-2022;HC-HC32;54,579;54,579;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;54,579
ZEITGES-2022;HC-HC34;2568,507;2558,949;9,557;9,557;0,000;184,722;0,000;184,722;0,000;232,206;232,206;0,000;0,000;2985,434
ZEITGES-2022;HC-HC41;252,878;0,071;252,807;252,807;0,000;11,811;11,811;0,000;0,000;32,990;32,990;0,000;0,000;297,679
ZEITGES-2022;HC-HC42;239,477;0,088;239,389;239,389;0,000;11,184;11,184;0,000;0,000;31,239;31,239;0,000;0,000;281,901
ZEITGES-2022;HC-HC43;482,719;149,495;333,225;333,225;0,000;277,730;0,000;277,730;0,000;53,153;46,536;6,617;0,000;813,602
ZEITGES-2022;HC-HC51;3927,054;61,833;3865,221;3865,221;0,000;52,899;52,899;0,000;0,000;1894,360;1455,946;438,414;0,000;5874,313
ZEITGES-2022;HC-HC511;3918,733;53,512;3865,221;3865,221;0,000;12,954;12,954;0,000;0,000;438,414;0,000;438,414;0,000;4370,101
ZEITGES-2022;HC-HC512;0,000;0,000;0,000;0,000;0,000;37,217;37,217;0,000;0,000;1259,589;1259,589;0,000;0,000;1296,807
ZEITGES-2022;HC-HC513;8,321;8,321;0,000;0,000;0,000;2,728;2,728;0,000;0,000;196,357;196,357;0,000;0,000;207,406
ZEITGES-2022;HC-HC52;972,273;0,000;972,273;972,273;0,000;200,407;200,407;0,000;0,000;1032,977;1026,109;6,868;0,000;2205,656
ZEITGES-2022;HC-HC61;209,081;121,203;87,879;87,879;0,000;43,688;0,000;43,688;0,000;0,000;0,000;0,000;0,000;252,769
ZEITGES-2022;HC-HC62;513,027;481,362;31,665;31,665;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;513,027
ZEITGES-2022;HC-HC63;2059,683;2009,362;50,321;50,321;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2059,683
ZEITGES-2022;HC-HC64;355,295;259,995;95,299;95,299;0,000;124,832;4,225;0,000;120,607;146,237;146,237;0,000;0,000;626,364
ZEITGES-2022;HC-HC65;199,592;199,592;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;199,592
ZEITGES-2022;HC-HC66;61,282;61,282;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;61,282
ZEITGES-2022;HC-HC71;85,670;85,670;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;85,670
ZEITGES-2022;HC-HC72;897,908;34,362;863,546;863,546;0,000;776,058;776,058;0,000;0,000;0,000;0,000;0,000;0,000;1673,965
ZEITGES-2022;HC-ALLE_HC;38697,530;17456,301;21241,229;21241,229;0,000;3220,972;2271,108;829,258;120,607;7978,880;7206,073;772,807;0,000;49897,383
